"";"featurecode";"featurename";"areatypename"
"2138";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"2139";"S08000016";"Borders";"Health Board Areas"
"2140";"S08000015";"Ayrshire and Arran";"Health Board Areas"
"2141";"S08000015";"Ayrshire and Arran";"Health Board Areas"
"2142";"S08000032";"Lanarkshire";"Health Board Areas"
"2143";"S08000019";"Forth Valley";"Health Board Areas"
"2144";"S08000019";"Forth Valley";"Health Board Areas"
"2145";"S08000019";"Forth Valley";"Health Board Areas"
"2146";"S08000019";"Forth Valley";"Health Board Areas"
"2147";"S08000019";"Forth Valley";"Health Board Areas"
"2148";"S08000019";"Forth Valley";"Health Board Areas"
"2149";"S08000016";"Borders";"Health Board Areas"
"2150";"S08000032";"Lanarkshire";"Health Board Areas"
"2151";"S08000032";"Lanarkshire";"Health Board Areas"
"2152";"S08000019";"Forth Valley";"Health Board Areas"
"2153";"S08000016";"Borders";"Health Board Areas"
"2154";"S08000016";"Borders";"Health Board Areas"
"2155";"S08000026";"Shetland";"Health Board Areas"
"2156";"S08000026";"Shetland";"Health Board Areas"
"2157";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"2158";"S08000016";"Borders";"Health Board Areas"
"2159";"S08000028";"Western Isles";"Health Board Areas"
"2160";"S08000016";"Borders";"Health Board Areas"
"2161";"S08000025";"Orkney";"Health Board Areas"
"2162";"S08000025";"Orkney";"Health Board Areas"
"2163";"S08000016";"Borders";"Health Board Areas"
"2164";"S08000026";"Shetland";"Health Board Areas"
"2165";"S08000025";"Orkney";"Health Board Areas"
"2166";"S08000026";"Shetland";"Health Board Areas"
"2167";"S08000026";"Shetland";"Health Board Areas"
"2168";"S08000032";"Lanarkshire";"Health Board Areas"
"2169";"S08000030";"Tayside";"Health Board Areas"
"2170";"S08000032";"Lanarkshire";"Health Board Areas"
"2171";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2172";"S08000024";"Lothian";"Health Board Areas"
"2173";"S08000032";"Lanarkshire";"Health Board Areas"
"2174";"S08000025";"Orkney";"Health Board Areas"
"2175";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"2176";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2177";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2178";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2179";"S08000032";"Lanarkshire";"Health Board Areas"
"2180";"S08000032";"Lanarkshire";"Health Board Areas"
"2181";"S08000025";"Orkney";"Health Board Areas"
"2182";"S92000003";"Scotland";"Country"
"2183";"S92000003";"Scotland";"Country"
"2184";"S92000003";"Scotland";"Country"
"2185";"S92000003";"Scotland";"Country"
"2186";"S92000003";"Scotland";"Country"
"2187";"S92000003";"Scotland";"Country"
"2188";"S92000003";"Scotland";"Country"
"2189";"S92000003";"Scotland";"Country"
"2190";"S92000003";"Scotland";"Country"
"2191";"S92000003";"Scotland";"Country"
"2192";"S92000003";"Scotland";"Country"
"2193";"S92000003";"Scotland";"Country"
"2194";"S92000003";"Scotland";"Country"
"2195";"S92000003";"Scotland";"Country"
"2196";"S08000025";"Orkney";"Health Board Areas"
"2197";"S08000025";"Orkney";"Health Board Areas"
"2198";"S08000026";"Shetland";"Health Board Areas"
"2199";"S08000025";"Orkney";"Health Board Areas"
"2200";"S08000024";"Lothian";"Health Board Areas"
"2201";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2202";"S08000028";"Western Isles";"Health Board Areas"
"2203";"S08000028";"Western Isles";"Health Board Areas"
"2204";"S08000025";"Orkney";"Health Board Areas"
"2205";"S92000003";"Scotland";"Country"
"2206";"S92000003";"Scotland";"Country"
"2207";"S08000026";"Shetland";"Health Board Areas"
"2208";"S08000024";"Lothian";"Health Board Areas"
"2209";"S08000028";"Western Isles";"Health Board Areas"
"2210";"S08000026";"Shetland";"Health Board Areas"
"2211";"S08000022";"Highland";"Health Board Areas"
"2212";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2213";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2214";"S08000030";"Tayside";"Health Board Areas"
"2215";"S08000030";"Tayside";"Health Board Areas"
"2216";"S08000022";"Highland";"Health Board Areas"
"2217";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2218";"S08000032";"Lanarkshire";"Health Board Areas"
"2219";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2220";"S08000019";"Forth Valley";"Health Board Areas"
"2221";"S08000026";"Shetland";"Health Board Areas"
"2222";"S08000032";"Lanarkshire";"Health Board Areas"
"2223";"S08000030";"Tayside";"Health Board Areas"
"2224";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2225";"S08000019";"Forth Valley";"Health Board Areas"
"2226";"S08000032";"Lanarkshire";"Health Board Areas"
"2227";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2228";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2229";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2230";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2231";"S08000032";"Lanarkshire";"Health Board Areas"
"2232";"S08000032";"Lanarkshire";"Health Board Areas"
"2233";"S08000026";"Shetland";"Health Board Areas"
"2234";"S08000016";"Borders";"Health Board Areas"
"2235";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2236";"S08000028";"Western Isles";"Health Board Areas"
"2237";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2238";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2239";"S08000020";"Grampian";"Health Board Areas"
"2240";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2241";"S08000019";"Forth Valley";"Health Board Areas"
"2242";"S08000020";"Grampian";"Health Board Areas"
"2243";"S08000032";"Lanarkshire";"Health Board Areas"
"2244";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2245";"S08000024";"Lothian";"Health Board Areas"
"2246";"S08000032";"Lanarkshire";"Health Board Areas"
"2247";"S08000032";"Lanarkshire";"Health Board Areas"
"2248";"S08000024";"Lothian";"Health Board Areas"
"2249";"S08000019";"Forth Valley";"Health Board Areas"
"2250";"S08000024";"Lothian";"Health Board Areas"
"2251";"S08000032";"Lanarkshire";"Health Board Areas"
"2252";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2253";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2254";"S08000019";"Forth Valley";"Health Board Areas"
"2255";"S08000016";"Borders";"Health Board Areas"
"2256";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2257";"S08000020";"Grampian";"Health Board Areas"
"2258";"S08000020";"Grampian";"Health Board Areas"
"2259";"S08000020";"Grampian";"Health Board Areas"
"2260";"S08000017";"Dumfries and Galloway";"Health Board Areas"
"2261";"S08000028";"Western Isles";"Health Board Areas"
"2262";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"2263";"S08000019";"Forth Valley";"Health Board Areas"
"2264";"S08000019";"Forth Valley";"Health Board Areas"
"2265";"S08000016";"Borders";"Health Board Areas"
"2266";"S08000028";"Western Isles";"Health Board Areas"
"2267";"S08000028";"Western Isles";"Health Board Areas"
"2268";"S08000028";"Western Isles";"Health Board Areas"
"2269";"S08000028";"Western Isles";"Health Board Areas"
"2270";"S08000032";"Lanarkshire";"Health Board Areas"
"2271";"S08000032";"Lanarkshire";"Health Board Areas"
"2272";"S08000028";"Western Isles";"Health Board Areas"
"2273";"S08000026";"Shetland";"Health Board Areas"
"2274";"S08000028";"Western Isles";"Health Board Areas"
"2275";"S92000003";"Scotland";"Country"
"2276";"S08000026";"Shetland";"Health Board Areas"
"2277";"S08000028";"Western Isles";"Health Board Areas"
"2278";"S08000028";"Western Isles";"Health Board Areas"
"2279";"S08000028";"Western Isles";"Health Board Areas"
"2280";"S08000028";"Western Isles";"Health Board Areas"
"2281";"S08000025";"Orkney";"Health Board Areas"
"2282";"S08000025";"Orkney";"Health Board Areas"
"2283";"S08000025";"Orkney";"Health Board Areas"
"2284";"S08000025";"Orkney";"Health Board Areas"
"2285";"S08000032";"Lanarkshire";"Health Board Areas"
"2286";"S08000028";"Western Isles";"Health Board Areas"
"2287";"S08000025";"Orkney";"Health Board Areas"
"2288";"S08000028";"Western Isles";"Health Board Areas"
"2289";"S08000028";"Western Isles";"Health Board Areas"
"2290";"S08000032";"Lanarkshire";"Health Board Areas"
"2291";"S92000003";"Scotland";"Country"
"2292";"S08000026";"Shetland";"Health Board Areas"
"2293";"S92000003";"Scotland";"Country"
"2294";"S92000003";"Scotland";"Country"
"2295";"S08000028";"Western Isles";"Health Board Areas"
"2296";"S08000026";"Shetland";"Health Board Areas"
"2297";"S08000026";"Shetland";"Health Board Areas"
"2298";"S92000003";"Scotland";"Country"
"2299";"S92000003";"Scotland";"Country"
"2300";"S92000003";"Scotland";"Country"
"2301";"S92000003";"Scotland";"Country"
"2302";"S92000003";"Scotland";"Country"
"2303";"S92000003";"Scotland";"Country"
"2304";"S08000028";"Western Isles";"Health Board Areas"
"2305";"S92000003";"Scotland";"Country"
"2306";"S08000028";"Western Isles";"Health Board Areas"
"2307";"S92000003";"Scotland";"Country"
"2308";"S92000003";"Scotland";"Country"
"2309";"S08000026";"Shetland";"Health Board Areas"
"2310";"S08000029";"Fife";"Health Board Areas"
"2311";"S08000028";"Western Isles";"Health Board Areas"
"2312";"S08000028";"Western Isles";"Health Board Areas"
"2313";"S08000028";"Western Isles";"Health Board Areas"
"2314";"S08000026";"Shetland";"Health Board Areas"
"2315";"S08000028";"Western Isles";"Health Board Areas"
"2316";"S92000003";"Scotland";"Country"
"2317";"S92000003";"Scotland";"Country"
"2318";"S92000003";"Scotland";"Country"
"2319";"S92000003";"Scotland";"Country"
"2320";"S92000003";"Scotland";"Country"
"2321";"S92000003";"Scotland";"Country"
"2322";"S92000003";"Scotland";"Country"
"2323";"S92000003";"Scotland";"Country"
"2324";"S92000003";"Scotland";"Country"
"2325";"S92000003";"Scotland";"Country"
"2326";"S92000003";"Scotland";"Country"
"2327";"S92000003";"Scotland";"Country"
"2328";"S92000003";"Scotland";"Country"
"2329";"S92000003";"Scotland";"Country"
"2330";"S92000003";"Scotland";"Country"
"2331";"S92000003";"Scotland";"Country"
"2332";"S92000003";"Scotland";"Country"
"2333";"S92000003";"Scotland";"Country"
"2334";"S92000003";"Scotland";"Country"
"2335";"S92000003";"Scotland";"Country"
"2336";"S92000003";"Scotland";"Country"
"2337";"S92000003";"Scotland";"Country"
"2338";"S08000028";"Western Isles";"Health Board Areas"
"2339";"S92000003";"Scotland";"Country"
"2340";"S08000028";"Western Isles";"Health Board Areas"
"2341";"S92000003";"Scotland";"Country"
"2342";"S92000003";"Scotland";"Country"
"2343";"S92000003";"Scotland";"Country"
"2344";"S08000028";"Western Isles";"Health Board Areas"
"2345";"S08000032";"Lanarkshire";"Health Board Areas"
"2346";"S08000028";"Western Isles";"Health Board Areas"
"2347";"S08000028";"Western Isles";"Health Board Areas"
"2348";"S08000028";"Western Isles";"Health Board Areas"
"2349";"S92000003";"Scotland";"Country"
"2350";"S92000003";"Scotland";"Country"
"2351";"S92000003";"Scotland";"Country"
"2352";"S92000003";"Scotland";"Country"
"2353";"S92000003";"Scotland";"Country"
"2354";"S92000003";"Scotland";"Country"
"2355";"S92000003";"Scotland";"Country"
"2356";"S92000003";"Scotland";"Country"
"2357";"S92000003";"Scotland";"Country"
"2358";"S92000003";"Scotland";"Country"
"2359";"S92000003";"Scotland";"Country"
"2360";"S92000003";"Scotland";"Country"
"2361";"S92000003";"Scotland";"Country"
"2362";"S92000003";"Scotland";"Country"
"2363";"S92000003";"Scotland";"Country"
"2364";"S92000003";"Scotland";"Country"
"2365";"S92000003";"Scotland";"Country"
"2366";"S92000003";"Scotland";"Country"
"2367";"S92000003";"Scotland";"Country"
"2368";"S92000003";"Scotland";"Country"
"2369";"S92000003";"Scotland";"Country"
"2370";"S92000003";"Scotland";"Country"
"2371";"S92000003";"Scotland";"Country"
"2372";"S92000003";"Scotland";"Country"
"2373";"S92000003";"Scotland";"Country"
"2374";"S92000003";"Scotland";"Country"
"2375";"S92000003";"Scotland";"Country"
"2376";"S92000003";"Scotland";"Country"
"2377";"S92000003";"Scotland";"Country"
"2378";"S92000003";"Scotland";"Country"
"2379";"S92000003";"Scotland";"Country"
"2380";"S92000003";"Scotland";"Country"
"2381";"S92000003";"Scotland";"Country"
"2382";"S92000003";"Scotland";"Country"
"2383";"S92000003";"Scotland";"Country"
"2384";"S92000003";"Scotland";"Country"
"2385";"S92000003";"Scotland";"Country"
"2386";"S92000003";"Scotland";"Country"
"2387";"S92000003";"Scotland";"Country"
"2388";"S92000003";"Scotland";"Country"
"2389";"S92000003";"Scotland";"Country"
"2390";"S92000003";"Scotland";"Country"
"2391";"S92000003";"Scotland";"Country"
"2392";"S92000003";"Scotland";"Country"
"2393";"S92000003";"Scotland";"Country"
"2394";"S92000003";"Scotland";"Country"
"2395";"S92000003";"Scotland";"Country"
"2396";"S92000003";"Scotland";"Country"
"2397";"S92000003";"Scotland";"Country"
"2398";"S92000003";"Scotland";"Country"
"2399";"S92000003";"Scotland";"Country"
"2400";"S92000003";"Scotland";"Country"
"2401";"S92000003";"Scotland";"Country"
"2402";"S92000003";"Scotland";"Country"
"2403";"S92000003";"Scotland";"Country"
"2404";"S92000003";"Scotland";"Country"
"2405";"S92000003";"Scotland";"Country"
"2406";"S92000003";"Scotland";"Country"
"2407";"S92000003";"Scotland";"Country"
"2408";"S92000003";"Scotland";"Country"
"2409";"S92000003";"Scotland";"Country"
"2410";"S92000003";"Scotland";"Country"
"2411";"S92000003";"Scotland";"Country"
"2412";"S92000003";"Scotland";"Country"
"2413";"S92000003";"Scotland";"Country"
"2414";"S92000003";"Scotland";"Country"
"2415";"S92000003";"Scotland";"Country"
"2416";"S92000003";"Scotland";"Country"
"2417";"S92000003";"Scotland";"Country"
"2418";"S92000003";"Scotland";"Country"
"2419";"S92000003";"Scotland";"Country"
"2420";"S92000003";"Scotland";"Country"
"2421";"S92000003";"Scotland";"Country"
"2422";"S92000003";"Scotland";"Country"
"2423";"S92000003";"Scotland";"Country"
"2424";"S92000003";"Scotland";"Country"
"2425";"S92000003";"Scotland";"Country"
"2426";"S92000003";"Scotland";"Country"
"2427";"S92000003";"Scotland";"Country"
"2428";"S92000003";"Scotland";"Country"
"2429";"S92000003";"Scotland";"Country"
"2430";"S92000003";"Scotland";"Country"
"2431";"S92000003";"Scotland";"Country"
"2432";"S92000003";"Scotland";"Country"
"2433";"S92000003";"Scotland";"Country"
"2434";"S92000003";"Scotland";"Country"
"2435";"S92000003";"Scotland";"Country"
"2436";"S92000003";"Scotland";"Country"
"2437";"S92000003";"Scotland";"Country"
"2438";"S92000003";"Scotland";"Country"
"2439";"S92000003";"Scotland";"Country"
"2440";"S92000003";"Scotland";"Country"
"2441";"S92000003";"Scotland";"Country"
"2442";"S92000003";"Scotland";"Country"
"2443";"S92000003";"Scotland";"Country"
"2444";"S92000003";"Scotland";"Country"
"2445";"S92000003";"Scotland";"Country"
"2446";"S92000003";"Scotland";"Country"
"2447";"S92000003";"Scotland";"Country"
"2448";"S92000003";"Scotland";"Country"
"2449";"S92000003";"Scotland";"Country"
"2450";"S92000003";"Scotland";"Country"
"2451";"S92000003";"Scotland";"Country"
"2452";"S92000003";"Scotland";"Country"
"2453";"S92000003";"Scotland";"Country"
"2454";"S92000003";"Scotland";"Country"
"2455";"S92000003";"Scotland";"Country"
"2456";"S92000003";"Scotland";"Country"
"2457";"S92000003";"Scotland";"Country"
"2458";"S92000003";"Scotland";"Country"
"2459";"S92000003";"Scotland";"Country"
"2460";"S92000003";"Scotland";"Country"
"2461";"S92000003";"Scotland";"Country"
"2462";"S92000003";"Scotland";"Country"
"2463";"S92000003";"Scotland";"Country"
"2464";"S92000003";"Scotland";"Country"
"2465";"S92000003";"Scotland";"Country"
"2466";"S92000003";"Scotland";"Country"
"2467";"S92000003";"Scotland";"Country"
"2468";"S92000003";"Scotland";"Country"
"2469";"S92000003";"Scotland";"Country"
"2470";"S92000003";"Scotland";"Country"
"2471";"S92000003";"Scotland";"Country"
"2472";"S92000003";"Scotland";"Country"
"2473";"S92000003";"Scotland";"Country"
"2474";"S92000003";"Scotland";"Country"
"2475";"S92000003";"Scotland";"Country"
"2476";"S92000003";"Scotland";"Country"
"2477";"S92000003";"Scotland";"Country"
"2478";"S92000003";"Scotland";"Country"
"2479";"S92000003";"Scotland";"Country"
"2480";"S92000003";"Scotland";"Country"
"2481";"S92000003";"Scotland";"Country"
"2482";"S92000003";"Scotland";"Country"
"2483";"S92000003";"Scotland";"Country"
"2484";"S92000003";"Scotland";"Country"
"2485";"S92000003";"Scotland";"Country"
"2486";"S92000003";"Scotland";"Country"
"2487";"S92000003";"Scotland";"Country"
"2488";"S92000003";"Scotland";"Country"
"2489";"S92000003";"Scotland";"Country"
"2490";"S92000003";"Scotland";"Country"
"2491";"S92000003";"Scotland";"Country"
"2492";"S92000003";"Scotland";"Country"
"2493";"S92000003";"Scotland";"Country"
"2494";"S92000003";"Scotland";"Country"
"2495";"S92000003";"Scotland";"Country"
"2496";"S92000003";"Scotland";"Country"
"2497";"S92000003";"Scotland";"Country"
"2498";"S92000003";"Scotland";"Country"
"2499";"S92000003";"Scotland";"Country"
"2500";"S92000003";"Scotland";"Country"
"2501";"S92000003";"Scotland";"Country"
"2502";"S92000003";"Scotland";"Country"
"2503";"S92000003";"Scotland";"Country"
"2504";"S92000003";"Scotland";"Country"
"2505";"S92000003";"Scotland";"Country"
"2506";"S92000003";"Scotland";"Country"
"2507";"S92000003";"Scotland";"Country"
"2508";"S92000003";"Scotland";"Country"
"2509";"S92000003";"Scotland";"Country"
"2510";"S92000003";"Scotland";"Country"
"2511";"S92000003";"Scotland";"Country"
"2512";"S92000003";"Scotland";"Country"
"2513";"S92000003";"Scotland";"Country"
"2514";"S92000003";"Scotland";"Country"
"2515";"S92000003";"Scotland";"Country"
"2516";"S92000003";"Scotland";"Country"
"2517";"S92000003";"Scotland";"Country"
"2518";"S92000003";"Scotland";"Country"
"2519";"S92000003";"Scotland";"Country"
"2520";"S92000003";"Scotland";"Country"
"2521";"S92000003";"Scotland";"Country"
"2522";"S92000003";"Scotland";"Country"
"2523";"S92000003";"Scotland";"Country"
"2524";"S92000003";"Scotland";"Country"
"2525";"S92000003";"Scotland";"Country"
"2526";"S92000003";"Scotland";"Country"
"2527";"S92000003";"Scotland";"Country"
"2528";"S92000003";"Scotland";"Country"
"2529";"S92000003";"Scotland";"Country"
"2530";"S92000003";"Scotland";"Country"
"2531";"S92000003";"Scotland";"Country"
"2532";"S92000003";"Scotland";"Country"
"2533";"S92000003";"Scotland";"Country"
"2534";"S92000003";"Scotland";"Country"
"2535";"S92000003";"Scotland";"Country"
"2536";"S92000003";"Scotland";"Country"
"2537";"S92000003";"Scotland";"Country"
"2538";"S92000003";"Scotland";"Country"
"2539";"S92000003";"Scotland";"Country"
"2540";"S92000003";"Scotland";"Country"
"2541";"S92000003";"Scotland";"Country"
"2542";"S92000003";"Scotland";"Country"
"2543";"S92000003";"Scotland";"Country"
"2544";"S92000003";"Scotland";"Country"
"2545";"S92000003";"Scotland";"Country"
"2546";"S92000003";"Scotland";"Country"
"2547";"S92000003";"Scotland";"Country"
"2548";"S92000003";"Scotland";"Country"
"2549";"S92000003";"Scotland";"Country"
"2550";"S92000003";"Scotland";"Country"
"2551";"S92000003";"Scotland";"Country"
"2552";"S92000003";"Scotland";"Country"
"2553";"S92000003";"Scotland";"Country"
"2554";"S92000003";"Scotland";"Country"
"2555";"S92000003";"Scotland";"Country"
"2556";"S92000003";"Scotland";"Country"
"2557";"S92000003";"Scotland";"Country"
"2558";"S92000003";"Scotland";"Country"
"2559";"S92000003";"Scotland";"Country"
"2560";"S92000003";"Scotland";"Country"
"2561";"S92000003";"Scotland";"Country"
"2562";"S92000003";"Scotland";"Country"
"2563";"S92000003";"Scotland";"Country"
"2564";"S92000003";"Scotland";"Country"
"2565";"S92000003";"Scotland";"Country"
"2566";"S92000003";"Scotland";"Country"
"2567";"S92000003";"Scotland";"Country"
"2568";"S92000003";"Scotland";"Country"
"2569";"S92000003";"Scotland";"Country"
"2570";"S92000003";"Scotland";"Country"
"2571";"S92000003";"Scotland";"Country"
"2572";"S92000003";"Scotland";"Country"
"2573";"S92000003";"Scotland";"Country"
"2574";"S92000003";"Scotland";"Country"
"2575";"S92000003";"Scotland";"Country"
"2576";"S92000003";"Scotland";"Country"
"2577";"S92000003";"Scotland";"Country"
"2578";"S92000003";"Scotland";"Country"
"2579";"S92000003";"Scotland";"Country"
"2580";"S92000003";"Scotland";"Country"
"2581";"S92000003";"Scotland";"Country"
"2582";"S92000003";"Scotland";"Country"
"2583";"S92000003";"Scotland";"Country"
"2584";"S92000003";"Scotland";"Country"
"2585";"S92000003";"Scotland";"Country"
"2586";"S92000003";"Scotland";"Country"
"2587";"S92000003";"Scotland";"Country"
"2588";"S92000003";"Scotland";"Country"
"2589";"S92000003";"Scotland";"Country"
"2590";"S92000003";"Scotland";"Country"
"2591";"S92000003";"Scotland";"Country"
"2592";"S92000003";"Scotland";"Country"
"2593";"S92000003";"Scotland";"Country"
"2594";"S92000003";"Scotland";"Country"
"2595";"S92000003";"Scotland";"Country"
"2596";"S92000003";"Scotland";"Country"
"2597";"S92000003";"Scotland";"Country"
"2598";"S92000003";"Scotland";"Country"
"2599";"S92000003";"Scotland";"Country"
"2600";"S92000003";"Scotland";"Country"
"2601";"S92000003";"Scotland";"Country"
"2602";"S92000003";"Scotland";"Country"
"2603";"S92000003";"Scotland";"Country"
"2604";"S92000003";"Scotland";"Country"
"2605";"S92000003";"Scotland";"Country"
"2606";"S92000003";"Scotland";"Country"
"2607";"S92000003";"Scotland";"Country"
"2608";"S92000003";"Scotland";"Country"
"2609";"S92000003";"Scotland";"Country"
"2610";"S92000003";"Scotland";"Country"
"2611";"S92000003";"Scotland";"Country"
"2612";"S92000003";"Scotland";"Country"
"2613";"S92000003";"Scotland";"Country"
"2614";"S92000003";"Scotland";"Country"
"2615";"S92000003";"Scotland";"Country"
"2616";"S92000003";"Scotland";"Country"
"2617";"S92000003";"Scotland";"Country"
"2618";"S92000003";"Scotland";"Country"
"2619";"S92000003";"Scotland";"Country"
"2620";"S92000003";"Scotland";"Country"
"2621";"S92000003";"Scotland";"Country"
"2622";"S92000003";"Scotland";"Country"
"2623";"S92000003";"Scotland";"Country"
"2624";"S92000003";"Scotland";"Country"
"2625";"S92000003";"Scotland";"Country"
"2626";"S92000003";"Scotland";"Country"
"2627";"S92000003";"Scotland";"Country"
"2628";"S92000003";"Scotland";"Country"
"2629";"S92000003";"Scotland";"Country"
"2630";"S92000003";"Scotland";"Country"
"2631";"S92000003";"Scotland";"Country"
"2632";"S92000003";"Scotland";"Country"
"2633";"S92000003";"Scotland";"Country"
"2634";"S92000003";"Scotland";"Country"
"2635";"S92000003";"Scotland";"Country"
"2636";"S92000003";"Scotland";"Country"
"2637";"S92000003";"Scotland";"Country"
"2638";"S92000003";"Scotland";"Country"
"2639";"S92000003";"Scotland";"Country"
"2640";"S92000003";"Scotland";"Country"
"2641";"S92000003";"Scotland";"Country"
"2642";"S92000003";"Scotland";"Country"
"2643";"S92000003";"Scotland";"Country"
"2644";"S92000003";"Scotland";"Country"
"2645";"S92000003";"Scotland";"Country"
"2646";"S92000003";"Scotland";"Country"
"2647";"S92000003";"Scotland";"Country"
"2648";"S92000003";"Scotland";"Country"
"2649";"S92000003";"Scotland";"Country"
"2650";"S92000003";"Scotland";"Country"
"2651";"S92000003";"Scotland";"Country"
"2652";"S92000003";"Scotland";"Country"
"2653";"S92000003";"Scotland";"Country"
"2654";"S92000003";"Scotland";"Country"
"2655";"S92000003";"Scotland";"Country"
"2656";"S92000003";"Scotland";"Country"
"2657";"S92000003";"Scotland";"Country"
"2658";"S92000003";"Scotland";"Country"
"2659";"S92000003";"Scotland";"Country"
"2660";"S92000003";"Scotland";"Country"
"2661";"S92000003";"Scotland";"Country"
"2662";"S92000003";"Scotland";"Country"
"2663";"S92000003";"Scotland";"Country"
"2664";"S92000003";"Scotland";"Country"
"2665";"S92000003";"Scotland";"Country"
"2666";"S92000003";"Scotland";"Country"
"2667";"S92000003";"Scotland";"Country"
"2668";"S92000003";"Scotland";"Country"
"2669";"S92000003";"Scotland";"Country"
"2670";"S92000003";"Scotland";"Country"
"2671";"S92000003";"Scotland";"Country"
"2672";"S92000003";"Scotland";"Country"
"2673";"S92000003";"Scotland";"Country"
"2674";"S92000003";"Scotland";"Country"
"2675";"S92000003";"Scotland";"Country"
"2676";"S92000003";"Scotland";"Country"
"2677";"S92000003";"Scotland";"Country"
"2678";"S92000003";"Scotland";"Country"
"2679";"S92000003";"Scotland";"Country"
"2680";"S92000003";"Scotland";"Country"
"2681";"S92000003";"Scotland";"Country"
"2682";"S92000003";"Scotland";"Country"
"2683";"S92000003";"Scotland";"Country"
"2684";"S92000003";"Scotland";"Country"
"2685";"S92000003";"Scotland";"Country"
"2686";"S92000003";"Scotland";"Country"
"2687";"S92000003";"Scotland";"Country"
"2688";"S92000003";"Scotland";"Country"
"2689";"S92000003";"Scotland";"Country"
"2690";"S92000003";"Scotland";"Country"
"2691";"S92000003";"Scotland";"Country"
"2692";"S92000003";"Scotland";"Country"
"2693";"S92000003";"Scotland";"Country"
"2694";"S92000003";"Scotland";"Country"
"2695";"S92000003";"Scotland";"Country"
"2696";"S92000003";"Scotland";"Country"
"2697";"S92000003";"Scotland";"Country"
"2698";"S92000003";"Scotland";"Country"
"2699";"S92000003";"Scotland";"Country"
"2700";"S92000003";"Scotland";"Country"
"2701";"S92000003";"Scotland";"Country"
"2702";"S92000003";"Scotland";"Country"
"2703";"S92000003";"Scotland";"Country"
"2704";"S92000003";"Scotland";"Country"
"2705";"S92000003";"Scotland";"Country"
"2706";"S92000003";"Scotland";"Country"
"2707";"S92000003";"Scotland";"Country"
"2708";"S92000003";"Scotland";"Country"
"2709";"S92000003";"Scotland";"Country"
"2710";"S92000003";"Scotland";"Country"
"2711";"S92000003";"Scotland";"Country"
"2712";"S92000003";"Scotland";"Country"
"2713";"S92000003";"Scotland";"Country"
"2714";"S92000003";"Scotland";"Country"
"2715";"S92000003";"Scotland";"Country"
"2716";"S92000003";"Scotland";"Country"
"2717";"S92000003";"Scotland";"Country"
"2718";"S92000003";"Scotland";"Country"
"2719";"S92000003";"Scotland";"Country"
"2720";"S92000003";"Scotland";"Country"
"2721";"S92000003";"Scotland";"Country"
"2722";"S92000003";"Scotland";"Country"
"2723";"S92000003";"Scotland";"Country"
"2724";"S92000003";"Scotland";"Country"
"2725";"S92000003";"Scotland";"Country"
"2726";"S92000003";"Scotland";"Country"
"2727";"S92000003";"Scotland";"Country"
"2728";"S92000003";"Scotland";"Country"
"2729";"S92000003";"Scotland";"Country"
"2730";"S92000003";"Scotland";"Country"
"2731";"S92000003";"Scotland";"Country"
"2732";"S92000003";"Scotland";"Country"
"2733";"S92000003";"Scotland";"Country"
"2734";"S92000003";"Scotland";"Country"
"2735";"S92000003";"Scotland";"Country"
"2736";"S92000003";"Scotland";"Country"
"2737";"S92000003";"Scotland";"Country"
"2738";"S92000003";"Scotland";"Country"
"2739";"S92000003";"Scotland";"Country"
"2740";"S92000003";"Scotland";"Country"
"2741";"S92000003";"Scotland";"Country"
"2742";"S92000003";"Scotland";"Country"
"2743";"S92000003";"Scotland";"Country"
"2744";"S92000003";"Scotland";"Country"
"2745";"S92000003";"Scotland";"Country"
"2746";"S92000003";"Scotland";"Country"
"2747";"S92000003";"Scotland";"Country"
"2748";"S92000003";"Scotland";"Country"
"2749";"S92000003";"Scotland";"Country"
"2750";"S92000003";"Scotland";"Country"
"2751";"S92000003";"Scotland";"Country"
